word,count
вашей,24
бумагу,24
боли,24
Тогда,24
Смоленск,24
Ростовой,24
Ни,24
Мюрат,24
Мавра,24
Кузьминишна,24
Ермолов,24
Вся,24
Вене,24
Бородинское,24
Адъютант,24
ont,24
ces,24
явлений,23
царя,23
хотят,23
хорошее,23
хлеба,23
удержаться,23
убитых,23
сущности,23
старались,23
состояния,23
смело,23
служит,23
славный,23
связь,23
ротмистр,23
рассказывали,23
проходили,23
пришло,23
причину,23
предложил,23
поэтому,23
потерял,23
помощи,23
помочь,23
показались,23
подходил,23
побежали,23
пленные,23
платком,23
плана,23
переднюю,23
пари,23
одних,23
огромного,23
общие,23
обо,23
нужным,23
никакой,23
несчастия,23
неохотно,23
некоторых,23
насмешливо,23
мундирах,23
момент,23
молодости,23
левого,23
крови,23
крайней,23
изменить,23
зло,23
заняты,23
живет,23
дуэли,23
готова,23
выстрелы,23
всякой,23
вступить,23
вскочил,23
воспоминание,23
ворота,23
воль,23
воздух,23
взялся,23
вздохом,23
вечере,23
бросилась,23
братьев,23
больно,23
барышня,23
балагана,23
артиллерии,23
Тот,23
Там,23
Очевидно,23
Иваныч,23
Здесь,23
Долохову,23
Действительно,23
Багратиону,23
Анне,23
Андреевич,23
Австрии,23
xxv,23
savez,23
oh,23
bonne,23
экипажи,22
шинель,22
флигель,22
усилием,22
ударил,22
тихим,22
танцовать,22
стреляли,22
страстно,22
старичок,22
старалась,22
сразу,22
справедливо,22
соседней,22
солдату,22
сознания,22
случаях,22
славы,22
славу,22
сестре,22
секунд,22
рассказы,22
пчелы,22
прошла,22
пространство,22
приняло,22
приказанию,22
приедет,22
покраснела,22
пожара,22
подобное,22
подавая,22
повторила,22
пить,22
пистолет,22
песни,22
перейти,22
отыскивать,22
отъезд,22
отступать,22
отношениях,22
отказаться,22
отворилась,22
осторожно,22
опечатка,22
опасность,22
оживленно,22
огромный,22
объяснения,22
объяснение,22
обед,22
нечаянно,22
несчастие,22
неестественно,22
начальником,22
намерен,22
надежды,22
мужчин,22
можешь,22
мальчика,22
ловко,22
кровью,22
крестьян,22
крест,22
испуганным,22
исполнено,22
зрения,22
занимали,22
замечал,22
жила,22
естественно,22
душой,22
держать,22
дверью,22
даром,22
дама,22
говори,22
говор,22
генералом,22
выбежал,22
вторых,22
вскрикнула,22
воспоминания,22
военных,22
военной,22
видя,22
вести,22
вели,22
вел,22
вР,22
бросился,22
боится,22
бесконечно,22
белой,22
батарее,22
Эй,22
Тебе,22
Пьере,22
Перед,22
Париже,22
Париж,22
Молодой,22
Ильин,22
Дуняша,22
Десаль,22
Данило,22
Вилларский,22
Барклай,22
Александре,22
xxiv,22
vive,22
r,22
quand,22
mot,22
jeune,22
die,22
cet,22
armée,22
ami,22
ядра,21
явился,21
шею,21
чужой,21
чистое,21
целей,21
фигуры,21
участвовал,21
уехали,21
удивлению,21
толпой,21
счастливым,21
схватил,21
существует,21
существо,21
стоят,21
стояло,21
стоило,21
справа,21
солдатам,21
соединении,21
смеялись,21
слышны,21
случайности,21
слабости,21
сидит,21
сапоги,21
рысью,21
ружья,21
решился,21
редут,21
ребенком,21
распоряжение,21
принимая,21
приемной,21
привык,21
прежнего,21
представлялся,21
представлялись,21
позе,21
позволил,21
поехали,21
подъезда,21
повторял,21
победу,21
победе,21
письмом,21
пехоты,21
отсутствие,21
откуда,21
отдельно,21
ответить,21
объявил,21
общем,21
общей,21
обеду,21
новую,21
немцы,21
независимо,21
нашим,21
начать,21
нахмурился,21
наклонил,21
назначен,21
мужу,21
миллионы,21
местность,21
мгновенье,21
масон,21
лестнице,21
корпусом,21
колес,21
книги,21
исполнять,21
иностранных,21
играл,21
значило,21
знакомые,21
записку,21
залы,21
зa,21
ждала,21
жалости,21
доложить,21
дожидаясь,21
держала,21
держа,21
действительности,21
границу,21
гвардии,21
выходить,21
выхода,21
высказать,21
выражении,21
вторая,21
вступления,21
воспоминаний,21
воздухе,21
властью,21
виконта,21
видны,21
ваших,21
бывших,21
бывшие,21
большом,21
бежал,21
Эх,21
Эти,21
Толь,21
Толпа,21
Старик,21
Солдат,21
См,21
Рассуждения,21
Полковой,21
Пока,21
Оба,21
Некоторые,21
Мысли,21
Мой,21
Есть,21
Дохтуров,21
Война,21
Анну,21
sans,21
roi,21
monsieur,21
marie,21
chose,21
charmant,21
cela,21
языка,20
ю,20
эскадрон,20
шее,20
худой,20
хохот,20
хорошего,20
ходу,20
ходили,20
хлеб,20
характера,20
